Version,Metric,Value,Usecase
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,56.84338367,TNEWS01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,1.895505,TNEWS01W
1-FC - M523_AU298+M609_AU328-8(Blue),Adjusted,287.93824032061343,VIWCHT01W
1-FC - M523_AU298+M609_AU328-8(Blue),CX,35.177761196737244,VIWCHT01W
1-FC - M523_AU298+M609_AU328-8(Blue),GFX,2.9553006121273553,VIWCHT01W
1-FC - M523_AU298+M609_AU328-8(Blue),Total CPU,73.62408572832672,VIWCHT01W
1-FC - M523_AU298+M609_AU328-8(Blue),Total Memory,36.083731785575544,VIWCHT01W
2-PreCS1 - M619_r2(Orange),Adjusted,267.2408619866775,VIWCHT01W
2-PreCS1 - M619_r2(Orange),CX,24.653552364953125,VIWCHT01W
2-PreCS1 - M619_r2(Orange),GFX,2.9750148586442777,VIWCHT01W
2-PreCS1 - M619_r2(Orange),Total CPU,67.74808377216793,VIWCHT01W
2-PreCS1 - M619_r2(Orange),Total Memory,35.71686165872697,VIWCHT01W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Adjusted,266.4908619866775,VIWCHT01W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,CX,24.653552364953125,VIWCHT01W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,GFX,2.9750148586442777,VIWCHT01W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total CPU,67.74808377216793,VIWCHT01W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,35.71686165872697,VIWCHT01W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,266.4908619866775,VIWCHT01W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,24.653552364953125,VIWCHT01W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,2.9750148586442777,VIWCHT01W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,67.74808377216793,VIWCHT01W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,35.71686165872697,VIWCHT01W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,243.54768606547935,VIWCHT01W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,24.441181243350204,VIWCHT01W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,3.0744120092893876,VIWCHT01W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,60.68850094411622,VIWCHT01W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,30.498484886908823,VIWCHT01W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,245.15647482523798,VIWCHT01W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,23.02595155278738,VIWCHT01W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,3.946738294481545,VIWCHT01W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,64.10460480410902,VIWCHT01W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,30.551641042650495,VIWCHT01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,242.4,VIWCHT01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,24.44088,VIWCHT01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,3.26,VIWCHT01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,64.62185772,VIWCHT01W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,31.1628999,VIWCHT01W
1-FC - M523_AU298+M609_AU328-8(Blue),Adjusted,156.7089943475506,VOWCHT01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),CX,16.19926665314982,VOWCHT01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),GFX,0.0,VOWCHT01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Total CPU,36.910770387692544,VOWCHT01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Total Memory,7.406016711876655,VOWCHT01-5G
2-PreCS1 - M619_r2(Orange),Adjusted,146.64697615781748,VOWCHT01-5G
2-PreCS1 - M619_r2(Orange),CX,17.08527754181644,VOWCHT01-5G
2-PreCS1 - M619_r2(Orange),GFX,0.0,VOWCHT01-5G
2-PreCS1 - M619_r2(Orange),Total CPU,22.063410176671308,VOWCHT01-5G
2-PreCS1 - M619_r2(Orange),Total Memory,7.55188988831362,VOWCHT01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Adjusted,145.89697615781748,VOWCHT01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,CX,17.08527754181644,VOWCHT01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,GFX,0.0,VOWCHT01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total CPU,22.063410176671308,VOWCHT01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,7.55188988831362,VOWCHT01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,145.44,VOWCHT01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,15.05,VOWCHT01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,0.0,VOWCHT01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,19.03,VOWCHT01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,9.69,VOWCHT01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,135.70320702959734,VOWCHT01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,13.140255796830658,VOWCHT01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,0.0,VOWCHT01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,18.549475711516525,VOWCHT01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,5.790999429338364,VOWCHT01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,134.87283518906565,VOWCHT01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,13.28443216629275,VOWCHT01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,0.0,VOWCHT01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,18.072966817627606,VOWCHT01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,6.271283925436673,VOWCHT01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,136.03432,VOWCHT01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,13.50706,VOWCHT01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,0.0,VOWCHT01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,18.81825374,VOWCHT01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,5.73915418,VOWCHT01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Adjusted,179.8306685818964,VS12W
1-FC - M523_AU298+M609_AU328-8(Blue),CX,20.32646594026349,VS12W
1-FC - M523_AU298+M609_AU328-8(Blue),GFX,3.324597091918133,VS12W
1-FC - M523_AU298+M609_AU328-8(Blue),Total CPU,55.31270821197043,VS12W
1-FC - M523_AU298+M609_AU328-8(Blue),Total Memory,25.17877290945929,VS12W
2-PreCS1 - M619_r2(Orange),Adjusted,151.98455598521147,VS12W
2-PreCS1 - M619_r2(Orange),CX,17.07694693024046,VS12W
2-PreCS1 - M619_r2(Orange),GFX,2.4689894986962733,VS12W
2-PreCS1 - M619_r2(Orange),Total CPU,41.580456317213965,VS12W
2-PreCS1 - M619_r2(Orange),Total Memory,22.018811944226393,VS12W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Adjusted,151.23455598521147,VS12W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,CX,17.07694693024046,VS12W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,GFX,2.4689894986962733,VS12W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total CPU,41.580456317213965,VS12W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,22.018811944226393,VS12W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,140.34,VS12W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,16.55,VS12W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,2.82,VS12W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,39.12,VS12W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,24.9,VS12W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,139.84276361918998,VS12W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,15.845990353167785,VS12W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,3.0029525613207273,VS12W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,39.64302048274088,VS12W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,18.593048327665812,VS12W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,138.48032457251568,VS12W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,15.445386637747285,VS12W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,2.831922060263559,VS12W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,37.03815827284457,VS12W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,18.133545478805743,VS12W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,132.5759,VS12W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,15.44884,VS12W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,2.814,VS12W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,36.46850758,VS12W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,17.6434339,VS12W
1-FC - M523_AU298+M609_AU328-8(Blue),Adjusted,268.5830344076279,WB01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),CX,34.4799474189524,WB01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),GFX,9.623642521941276,WB01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Total CPU,101.0996552654693,WB01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Total Memory,38.4480332201044,WB01-5G
2-PreCS1 - M619_r2(Orange),Adjusted,234.52013319756543,WB01-5G
2-PreCS1 - M619_r2(Orange),CX,32.97337810556907,WB01-5G
2-PreCS1 - M619_r2(Orange),GFX,6.27464149391114,WB01-5G
2-PreCS1 - M619_r2(Orange),Total CPU,85.23538846964911,WB01-5G
2-PreCS1 - M619_r2(Orange),Total Memory,35.53053766798359,WB01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Adjusted,225.051934048968,WB01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,CX,33.41909383796222,WB01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,GFX,5.534805017498148,WB01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total CPU,81.26991167250424,WB01-5G
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,33.14771903641057,WB01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,223.51,WB01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,29.53,WB01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,6.11,WB01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,80.68,WB01-5G
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,36.02,WB01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,199.1262961902529,WB01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,26.98385857975875,WB01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,7.094806538033591,WB01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,71.0858160637309,WB01-5G
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,27.580208709368243,WB01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,202.06257721214115,WB01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,26.06207517308608,WB01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,7.2106939048615635,WB01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,74.40528533680495,WB01-5G
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,27.79865875264037,WB01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,194.57039,WB01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,25.25802,WB01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,6.798,WB01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,71.69701058,WB01-5G
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,27.6042975,WB01-5G
1-FC - M523_AU298+M609_AU328-8(Blue),Adjusted,153.35929398908934,WCHT02W
1-FC - M523_AU298+M609_AU328-8(Blue),CX,21.002472380016513,WCHT02W
1-FC - M523_AU298+M609_AU328-8(Blue),GFX,8.438606531702103,WCHT02W
1-FC - M523_AU298+M609_AU328-8(Blue),Total CPU,59.754780449095946,WCHT02W
1-FC - M523_AU298+M609_AU328-8(Blue),Total Memory,20.14672242867604,WCHT02W
2-PreCS1 - M619_r2(Orange),Adjusted,132.73620003174972,WCHT02W
2-PreCS1 - M619_r2(Orange),CX,17.333304343456554,WCHT02W
2-PreCS1 - M619_r2(Orange),GFX,4.864634513596601,WCHT02W
2-PreCS1 - M619_r2(Orange),Total CPU,54.260798567578696,WCHT02W
2-PreCS1 - M619_r2(Orange),Total Memory,18.212683093286557,WCHT02W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Adjusted,116.61459961493324,WCHT02W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,CX,16.909518441024005,WCHT02W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,GFX,4.52280205092638,WCHT02W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total CPU,41.552399482764514,WCHT02W
3-PreCS3 - M619_AU328(Orange) + M665_AU344(Blue)  R2,Total Memory,17.93822268404937,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Adjusted,116.61459961493324,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,CX,16.909518441024005,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,GFX,4.52280205092638,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total CPU,41.552399482764514,WCHT02W
4-PreCS4 - M619_AU328(Orange) +  M665_AU344(Blue) + M717_AU361 R2,Total Memory,17.93822268404937,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Adjusted,113.1809170756095,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),CX,16.66856648783187,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),GFX,5.847092412457775,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total CPU,42.99117662448439,WCHT02W
5-CS Candidate - M767E_AU392 (Blue)_392_02-29_Purple_newAU_newGPUDriver(Green),Total Memory,16.538868912016028,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Adjusted,112.40346952180664,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),CX,15.956335068355697,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),GFX,5.6020457841494755,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total CPU,40.77764817259787,WCHT02W
6-CS - M800-27(Dark Green)/M767E_AU392 (Blue)_newGPUDriver(Orange),Total Memory,15.730024445176825,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Adjusted,107.60741,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),CX,15.46346,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),GFX,5.476,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total CPU,39.10974615,WCHT02W
7-Post CS1 - M800-27/M800-35E(Green)/M850E (Blue),Total Memory,15.468744,WCHT02W
